order_id,order_date,ship_mode,segment,region,category,sales,quantity,profit
CA-2017-112900,2017-04-09,Second Class,Consumer,Central,Office Supplies,478.24,8,219.9904
CA-2017-112956,2017-08-21,Standard Class,Home Office,East,Office Supplies,277.4,5,133.152
CA-2017-112956,2017-08-21,Standard Class,Home Office,East,Furniture,25.16,2,8.5544
CA-2017-112956,2017-08-21,Standard Class,Home Office,East,Furniture,91.92,4,31.2528
CA-2017-112984,2017-09-16,Second Class,Consumer,East,Office Supplies,20.544,6,6.42
CA-2017-113075,2017-09-02,Standard Class,Consumer,Central,Technology,40.68,3,-7.119
CA-2017-113208,2017-03-26,Standard Class,Corporate,Central,Furniture,60.84,3,23.1192
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Office Supplies,67.4,5,17.524
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Office Supplies,2.52,2,0.1008
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Technology,67.8,4,1.35599999999999
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Office Supplies,18.76,2,5.2528
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Technology,12.12,4,2.5452
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Office Supplies,11.34,1,5.5566
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Technology,159.8,4,70.312
CA-2017-113278,2017-01-14,Standard Class,Home Office,Central,Furniture,18.96,2,8.532
CA-2017-113355,2017-12-01,Standard Class,Consumer,Central,Technology,219.8,5,24.7275
CA-2017-113355,2017-12-01,Standard Class,Consumer,Central,Furniture,317.058,3,-18.1176
CA-2017-113418,2017-10-01,First Class,Home Office,East,Technology,1704.89,11,767.2005
CA-2017-113453,2017-10-21,Standard Class,Consumer,East,Technology,329.988,2,-76.9972
CA-2017-113453,2017-10-21,Standard Class,Consumer,East,Office Supplies,71.376,3,-4.461
CA-2017-113460,2017-11-07,Second Class,Corporate,East,Furniture,272.97,3,43.6752
CA-2017-113474,2017-03-30,First Class,Consumer,Central,Office Supplies,325.86,2,149.8956
CA-2017-113481,2017-01-02,First Class,Corporate,South,Technology,695.7,2,-27.828
CA-2017-113481,2017-01-02,First Class,Corporate,South,Office Supplies,15.66,5,-12.528
CA-2017-113481,2017-01-02,First Class,Corporate,South,Office Supplies,28.854,6,-21.1596
CA-2017-113530,2017-05-19,Second Class,Home Office,West,Furniture,681.408,12,42.588
CA-2017-113530,2017-05-19,Second Class,Home Office,West,Office Supplies,3.52,2,1.0208
CA-2017-113530,2017-05-19,Second Class,Home Office,West,Office Supplies,5.58,1,1.395
CA-2017-113530,2017-05-19,Second Class,Home Office,West,Technology,36.32,1,10.896
CA-2017-113558,2017-10-21,Standard Class,Home Office,South,Furniture,683.952,3,42.747
CA-2017-113558,2017-10-21,Standard Class,Home Office,South,Furniture,45.696,3,5.14079999999999
CA-2017-113572,2017-11-07,Standard Class,Consumer,East,Technology,7.88,4,2.5216
CA-2017-113670,2017-10-15,First Class,Corporate,West,Furniture,510.24,3,6.37799999999996
CA-2017-113670,2017-10-15,First Class,Corporate,West,Office Supplies,204.95,5,100.4255
CA-2017-113705,2017-03-27,Second Class,Consumer,South,Office Supplies,8.26,2,3.7996
CA-2017-113705,2017-03-27,Second Class,Consumer,South,Office Supplies,17.76,2,8.88
CA-2017-113705,2017-03-27,Second Class,Consumer,South,Office Supplies,332.94,3,9.98820000000002
CA-2017-113705,2017-03-27,Second Class,Consumer,South,Furniture,292.1,2,58.42
CA-2017-113705,2017-03-27,Second Class,Consumer,South,Technology,206.1,5,55.647
CA-2017-113705,2017-03-27,Second Class,Consumer,South,Office Supplies,17.64,4,8.1144
CA-2017-113873,2017-11-13,Standard Class,Corporate,Central,Office Supplies,61.792,4,6.1792
CA-2017-113873,2017-11-13,Standard Class,Corporate,Central,Furniture,205.9992,3,-27.2646
CA-2017-113908,2017-06-03,Standard Class,Corporate,East,Furniture,384.768,2,-115.4304
CA-2017-113908,2017-06-03,Standard Class,Corporate,East,Technology,78.66,6,36.1836
CA-2017-113908,2017-06-03,Standard Class,Corporate,East,Office Supplies,45.36,4,22.2264
CA-2017-114055,2017-12-25,Second Class,Home Office,South,Office Supplies,96.08,2,46.1184
CA-2017-114055,2017-12-25,Second Class,Home Office,South,Office Supplies,3.62,2,1.1946
CA-2017-114055,2017-12-25,Second Class,Home Office,South,Office Supplies,629.1,6,301.968
CA-2017-114055,2017-12-25,Second Class,Home Office,South,Technology,90.48,2,23.5248
CA-2017-114216,2017-09-02,Standard Class,Consumer,East,Office Supplies,12.192,3,4.1148
CA-2017-114258,2017-11-05,Second Class,Corporate,Central,Technology,492.768,4,55.4363999999999
CA-2017-114370,2017-03-14,Second Class,Corporate,Central,Technology,49.616,2,4.9616
CA-2017-114412,2017-04-15,Standard Class,Consumer,South,Office Supplies,15.552,3,5.4432
CA-2017-114440,2017-09-14,Second Class,Consumer,Central,Office Supplies,19.05,3,8.763
CA-2017-114524,2017-03-31,Second Class,Consumer,Central,Office Supplies,13.468,13,-22.8956
CA-2017-114552,2017-09-02,Standard Class,Corporate,East,Furniture,15.072,3,4.1448
CA-2017-114636,2017-08-25,Standard Class,Consumer,South,Office Supplies,192.16,5,67.256
CA-2017-114804,2017-10-17,Second Class,Corporate,West,Technology,52.792,1,4.6193
CA-2017-115070,2017-04-10,Second Class,Corporate,South,Furniture,12.32,5,1.848
CA-2017-115070,2017-04-10,Second Class,Corporate,South,Office Supplies,4.419,3,-3.0933
CA-2017-115105,2017-02-06,Standard Class,Consumer,East,Furniture,240.784,1,30.098
CA-2017-115119,2017-10-26,Standard Class,Corporate,East,Technology,61.542,1,-13.3341
CA-2017-115119,2017-10-26,Standard Class,Corporate,East,Office Supplies,81.438,7,-65.1504
CA-2017-115154,2017-01-08,First Class,Corporate,West,Furniture,892.98,2,80.3682
CA-2017-115175,2017-08-07,Standard Class,Consumer,West,Office Supplies,244.55,5,114.9385
CA-2017-115322,2017-05-11,Second Class,Consumer,East,Office Supplies,43.92,3,12.7368
CA-2017-115364,2017-06-26,Standard Class,Consumer,West,Office Supplies,83.76,12,1.6752
CA-2017-115427,2017-12-30,Standard Class,Corporate,West,Office Supplies,13.904,2,4.5188
CA-2017-115427,2017-12-30,Standard Class,Corporate,West,Office Supplies,20.72,2,6.475
CA-2017-115448,2017-11-11,First Class,Consumer,South,Furniture,88.92,5,14.4495
CA-2017-115546,2017-05-14,Standard Class,Consumer,East,Technology,539.97,3,134.9925
CA-2017-115546,2017-05-14,Standard Class,Consumer,East,Office Supplies,22.58,2,5.8708
CA-2017-115602,2017-12-18,Standard Class,Consumer,East,Office Supplies,38.82,6,17.469
CA-2017-115602,2017-12-18,Standard Class,Consumer,East,Furniture,1141.938,9,139.5702
CA-2017-115602,2017-12-18,Standard Class,Consumer,East,Office Supplies,1704.56,13,511.368
CA-2017-115602,2017-12-18,Standard Class,Consumer,East,Office Supplies,3.2,2,1.376
CA-2017-115651,2017-07-09,First Class,Corporate,Central,Office Supplies,8.84,5,2.9835
CA-2017-115651,2017-07-09,First Class,Corporate,Central,Office Supplies,58.464,9,-146.16
CA-2017-115777,2017-08-19,Standard Class,Consumer,East,Office Supplies,19.44,3,9.3312
CA-2017-115805,2017-07-31,Same Day,Consumer,Central,Technology,36.792,1,4.1391
CA-2017-115882,2017-09-14,First Class,Corporate,South,Office Supplies,942.784,4,94.2784
CA-2017-115882,2017-09-14,First Class,Corporate,South,Office Supplies,74.352,3,23.235
CA-2017-115931,2017-12-22,Standard Class,Corporate,West,Office Supplies,4.17,3,1.0842
CA-2017-115931,2017-12-22,Standard Class,Corporate,West,Technology,67.04,4,6.704
CA-2017-115931,2017-12-22,Standard Class,Corporate,West,Office Supplies,37.32,3,10.4496
CA-2017-115931,2017-12-22,Standard Class,Corporate,West,Office Supplies,18.45,5,8.6715
CA-2017-115994,2017-01-28,Second Class,Home Office,West,Technology,239.97,3,26.3967
CA-2017-115994,2017-01-28,Second Class,Home Office,West,Furniture,37.74,3,12.8316
CA-2017-116113,2017-10-02,Second Class,Corporate,South,Furniture,10.16,2,3.4544
CA-2017-116127,2017-06-25,Second Class,Consumer,East,Furniture,400.784,1,-5.0098
CA-2017-116204,2017-02-11,Second Class,Corporate,West,Office Supplies,21.336,7,7.7343
CA-2017-116225,2017-11-05,Standard Class,Consumer,East,Technology,390.75,5,171.93
CA-2017-116288,2017-03-12,Standard Class,Corporate,West,Office Supplies,242.94,3,9.71759999999999
CA-2017-116358,2017-11-02,Standard Class,Corporate,Central,Office Supplies,18.24,3,9.12
CA-2017-116358,2017-11-02,Standard Class,Corporate,Central,Office Supplies,27.78,6,9.1674
CA-2017-116498,2017-05-30,Standard Class,Consumer,West,Office Supplies,35.1,6,10.179
CA-2017-116519,2017-10-13,First Class,Consumer,East,Office Supplies,904.9,5,253.372
CA-2017-116645,2017-11-30,Standard Class,Consumer,East,Office Supplies,155.94,6,45.2226
CA-2017-116680,2017-09-04,Second Class,Consumer,West,Office Supplies,13.344,6,4.3368
CA-2017-116680,2017-09-04,Second Class,Consumer,West,Furniture,1478.272,8,92.3920000000001
CA-2017-116715,2017-12-02,First Class,Corporate,West,Office Supplies,559.62,9,151.0974
CA-2017-116715,2017-12-02,First Class,Corporate,West,Office Supplies,109.92,2,53.8608
CA-2017-116715,2017-12-02,First Class,Corporate,West,Office Supplies,8.56,2,3.852
CA-2017-116855,2017-12-17,Standard Class,Consumer,South,Furniture,504.9,5,80.784
CA-2017-116939,2017-09-25,Standard Class,Consumer,South,Office Supplies,177.55,5,47.9385
CA-2017-116946,2017-12-19,Standard Class,Consumer,West,Furniture,13.36,5,4.008
CA-2017-116946,2017-12-19,Standard Class,Consumer,West,Office Supplies,78.256,2,-17.6076
CA-2017-116946,2017-12-19,Standard Class,Consumer,West,Furniture,102.018,7,-183.6324
CA-2017-116953,2017-04-24,First Class,Consumer,West,Technology,552,10,34.5
CA-2017-116988,2017-06-27,Second Class,Corporate,West,Office Supplies,19.44,3,9.3312
CA-2017-116988,2017-06-27,Second Class,Corporate,West,Furniture,126.3,3,40.416
CA-2017-116988,2017-06-27,Second Class,Corporate,West,Technology,1287.45,5,244.6155
CA-2017-117009,2017-09-22,Standard Class,Consumer,West,Office Supplies,21.96,2,6.1488
CA-2017-117023,2017-08-07,Standard Class,Consumer,East,Office Supplies,11.68,2,5.4896
CA-2017-117023,2017-08-07,Standard Class,Consumer,East,Office Supplies,104.8,10,26.2
CA-2017-117044,2017-09-11,Second Class,Consumer,Central,Office Supplies,10.528,4,3.29
CA-2017-117044,2017-09-11,Second Class,Consumer,Central,Office Supplies,20.544,6,6.42
CA-2017-117079,2017-10-23,Standard Class,Consumer,South,Technology,863.88,3,107.985
CA-2017-117114,2017-10-31,Standard Class,Corporate,Central,Technology,508.768,4,38.1576
CA-2017-117114,2017-10-31,Standard Class,Corporate,Central,Office Supplies,9.912,3,3.2214
CA-2017-117128,2017-12-05,Second Class,Consumer,East,Office Supplies,21.6,6,9.936
CA-2017-117128,2017-12-05,Second Class,Consumer,East,Office Supplies,11.07,3,5.2029
CA-2017-117156,2017-03-21,Second Class,Consumer,East,Office Supplies,8.856,3,2.8782
CA-2017-117198,2017-08-31,Standard Class,Consumer,South,Technology,659.9,2,217.767
CA-2017-117212,2017-02-26,Second Class,Home Office,West,Office Supplies,81.92,4,22.1184
CA-2017-117212,2017-02-26,Second Class,Home Office,West,Technology,889.536,8,66.7152
CA-2017-117212,2017-02-26,Second Class,Home Office,West,Furniture,892.224,3,89.2224
CA-2017-117212,2017-02-26,Second Class,Home Office,West,Office Supplies,223.92,4,109.7208
CA-2017-117212,2017-02-26,Second Class,Home Office,West,Office Supplies,23.12,4,11.3288
CA-2017-117240,2017-07-23,Standard Class,Corporate,East,Office Supplies,13.128,3,4.2666
CA-2017-117261,2017-09-04,Standard Class,Corporate,West,Office Supplies,54.32,4,0.543199999999999
CA-2017-117324,2017-12-08,Standard Class,Consumer,Central,Technology,178.11,3,32.0598
CA-2017-117324,2017-12-08,Standard Class,Consumer,Central,Office Supplies,1089.75,3,305.13
CA-2017-117324,2017-12-08,Standard Class,Consumer,Central,Office Supplies,61.06,2,28.0876
CA-2017-117324,2017-12-08,Standard Class,Consumer,Central,Furniture,459.92,4,41.3928
CA-2017-117324,2017-12-08,Standard Class,Consumer,Central,Office Supplies,27.52,4,12.6592
CA-2017-117394,2017-09-04,Standard Class,Consumer,East,Technology,19.04,4,-1.428
CA-2017-117401,2017-05-18,Second Class,Home Office,Central,Office Supplies,706.86,7,197.9208
CA-2017-117401,2017-05-18,Second Class,Home Office,Central,Technology,114.95,5,2.29900000000001
CA-2017-117401,2017-05-18,Second Class,Home Office,Central,Office Supplies,43.19,7,20.7312
CA-2017-117422,2017-10-21,Standard Class,Home Office,East,Office Supplies,161.568,2,16.1568
CA-2017-117422,2017-10-21,Standard Class,Home Office,East,Office Supplies,4.064,1,1.3716
CA-2017-117422,2017-10-21,Standard Class,Home Office,East,Office Supplies,6.216,4,-4.9728
CA-2017-117436,2017-06-08,Standard Class,Consumer,East,Office Supplies,10.36,2,5.0764
CA-2017-117443,2017-12-23,Second Class,Corporate,Central,Office Supplies,13.84,4,-22.144
CA-2017-117443,2017-12-23,Second Class,Corporate,Central,Office Supplies,175.872,4,63.7536
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Technology,179.95,5,37.7895
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Technology,1199.976,3,434.9913
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Office Supplies,27.15,5,13.3035
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Furniture,1004.024,7,-112.9527
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Office Supplies,9.68,1,4.6464
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Office Supplies,28.35,9,13.608
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Office Supplies,55.98,1,27.4302
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Furniture,1336.829,13,31.4548
CA-2017-117457,2017-12-08,Standard Class,Consumer,West,Furniture,113.568,2,-18.4548
CA-2017-117485,2017-09-23,Standard Class,Consumer,Central,Technology,291.96,4,102.186
CA-2017-117513,2017-03-03,Standard Class,Corporate,West,Furniture,399.672,7,-14.9877
CA-2017-117632,2017-05-12,Standard Class,Corporate,West,Office Supplies,238.62,2,4.77240000000001
CA-2017-117632,2017-05-12,Standard Class,Corporate,West,Office Supplies,7.77,1,2.0979
CA-2017-117632,2017-05-12,Standard Class,Corporate,West,Furniture,285.48,5,-10.7055
CA-2017-117632,2017-05-12,Standard Class,Corporate,West,Office Supplies,19.168,4,6.4692
CA-2017-117646,2017-08-21,Standard Class,Consumer,West,Office Supplies,237.096,3,20.7459
CA-2017-117646,2017-08-21,Standard Class,Consumer,West,Furniture,22.752,3,7.11
CA-2017-117646,2017-08-21,Standard Class,Consumer,West,Office Supplies,6.672,1,2.085
CA-2017-117653,2017-10-19,Standard Class,Consumer,Central,Furniture,91.275,1,-67.5435
CA-2017-117667,2017-12-04,Standard Class,Corporate,East,Furniture,239.96,10,-10.284
CA-2017-117667,2017-12-04,Standard Class,Corporate,East,Furniture,54.768,2,6.846
CA-2017-117667,2017-12-04,Standard Class,Corporate,East,Office Supplies,13.392,3,3.1806
CA-2017-117667,2017-12-04,Standard Class,Corporate,East,Office Supplies,23.92,5,8.671
CA-2017-117667,2017-12-04,Standard Class,Corporate,East,Technology,255.968,4,-28.7964
CA-2017-117695,2017-08-05,First Class,Corporate,South,Office Supplies,13.76,2,6.3296
CA-2017-117702,2017-11-28,Standard Class,Home Office,East,Office Supplies,1.64,1,0.738
CA-2017-117702,2017-11-28,Standard Class,Home Office,East,Furniture,1049.2,5,272.792
CA-2017-117702,2017-11-28,Standard Class,Home Office,East,Furniture,20.9,5,7.524
CA-2017-117807,2017-10-01,Standard Class,Consumer,Central,Office Supplies,104.85,1,50.328
CA-2017-117821,2017-06-12,Standard Class,Consumer,East,Technology,63.92,2,19.176
CA-2017-117863,2017-05-18,Standard Class,Consumer,East,Furniture,14.56,2,6.2608
CA-2017-117863,2017-05-18,Standard Class,Consumer,East,Office Supplies,3.048,1,1.0287
CA-2017-117870,2017-01-27,Second Class,Consumer,East,Office Supplies,14.016,3,1.752
CA-2017-117870,2017-01-27,Second Class,Consumer,East,Technology,71.976,3,-8.997
CA-2017-117870,2017-01-27,Second Class,Consumer,East,Technology,107.982,3,-26.9955
CA-2017-117926,2017-12-08,Second Class,Corporate,West,Office Supplies,69.48,1,20.844
CA-2017-117933,2017-12-24,Standard Class,Consumer,East,Office Supplies,35.91,3,9.6957
CA-2017-117947,2017-08-18,Second Class,Corporate,East,Furniture,40.48,2,15.7872
CA-2017-117947,2017-08-18,Second Class,Corporate,East,Furniture,9.94,2,3.0814
CA-2017-117947,2017-08-18,Second Class,Corporate,East,Office Supplies,107.424,9,33.57
CA-2017-117947,2017-08-18,Second Class,Corporate,East,Technology,37.91,1,10.9939
CA-2017-117947,2017-08-18,Second Class,Corporate,East,Furniture,88.02,3,27.2862
CA-2017-118003,2017-12-04,Standard Class,Consumer,East,Furniture,12.99,1,1.5588
CA-2017-118003,2017-12-04,Standard Class,Consumer,East,Furniture,182.22,3,45.555
CA-2017-118003,2017-12-04,Standard Class,Consumer,East,Furniture,302.94,3,18.1764
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Office Supplies,13.344,6,1.0008
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Technology,76.752,6,10.5534
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Technology,102.336,8,14.0712
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Office Supplies,10.32,2,3.741
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Office Supplies,47.32,7,5.91499999999999
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Furniture,23.376,3,7.0128
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Furniture,16.72,5,3.344
CA-2017-118017,2017-12-03,Second Class,Consumer,West,Furniture,16.192,1,4.6552
CA-2017-118122,2017-11-17,Standard Class,Corporate,West,Office Supplies,13.904,2,4.5188
CA-2017-118136,2017-09-16,First Class,Corporate,West,Office Supplies,8.82,2,4.0572
CA-2017-118136,2017-09-16,First Class,Corporate,West,Office Supplies,5.98,1,1.5548
CA-2017-118199,2017-05-09,First Class,Home Office,West,Office Supplies,147.92,5,46.225
CA-2017-118199,2017-05-09,First Class,Home Office,West,Office Supplies,104.28,3,26.07
CA-2017-118199,2017-05-09,First Class,Home Office,West,Furniture,286.85,1,63.107
CA-2017-118199,2017-05-09,First Class,Home Office,West,Office Supplies,66.96,4,2.6784
CA-2017-118199,2017-05-09,First Class,Home Office,West,Technology,199.98,2,87.9912
CA-2017-118213,2017-11-05,First Class,Home Office,Central,Office Supplies,4.41,1,2.0286
CA-2017-118213,2017-11-05,First Class,Home Office,Central,Office Supplies,167.94,3,82.2906
CA-2017-118213,2017-11-05,First Class,Home Office,Central,Office Supplies,67.8,10,31.188
CA-2017-118346,2017-07-23,First Class,Home Office,Central,Technology,399.95,5,143.982
CA-2017-118360,2017-04-01,Standard Class,Consumer,East,Office Supplies,42.93,9,19.3185
CA-2017-118367,2017-10-28,Second Class,Corporate,East,Office Supplies,47.98,2,23.99
CA-2017-118402,2017-09-29,Standard Class,Consumer,South,Office Supplies,243.92,5,-54.882
CA-2017-118437,2017-06-17,Second Class,Consumer,West,Furniture,155.25,3,46.575
CA-2017-118437,2017-06-17,Second Class,Consumer,West,Office Supplies,14.03,1,4.0687
CA-2017-118521,2017-02-16,Standard Class,Consumer,East,Office Supplies,37.94,2,18.2112
CA-2017-118542,2017-12-01,Standard Class,Consumer,West,Office Supplies,45.36,7,21.7728
CA-2017-118542,2017-12-01,Standard Class,Consumer,West,Office Supplies,10.128,2,3.6714
CA-2017-118577,2017-10-06,Standard Class,Consumer,East,Office Supplies,143.7,3,68.976
CA-2017-118577,2017-10-06,Standard Class,Consumer,East,Office Supplies,6.48,1,3.1104
CA-2017-118640,2017-07-20,Standard Class,Consumer,Central,Office Supplies,69.712,2,8.714
CA-2017-118640,2017-07-20,Standard Class,Consumer,Central,Furniture,8.792,1,-5.7148
CA-2017-118668,2017-01-02,Second Class,Corporate,West,Technology,16.59,1,5.8065
CA-2017-118724,2017-07-21,Second Class,Corporate,West,Office Supplies,3.52,2,1.6896
CA-2017-118724,2017-07-21,Second Class,Corporate,West,Technology,1626.192,9,121.9644
CA-2017-118731,2017-11-20,Second Class,Consumer,West,Furniture,42.6,3,16.614
CA-2017-118731,2017-11-20,Second Class,Consumer,West,Office Supplies,84.056,7,27.3182
CA-2017-118773,2017-02-09,Standard Class,Consumer,Central,Office Supplies,252.784,4,-417.0936
CA-2017-118773,2017-02-09,Standard Class,Consumer,Central,Technology,127.984,2,15.998
CA-2017-118773,2017-02-09,Standard Class,Consumer,Central,Furniture,3.984,2,-2.6892
CA-2017-118773,2017-02-09,Standard Class,Consumer,Central,Office Supplies,12.992,2,-32.48
CA-2017-118857,2017-04-15,First Class,Corporate,West,Furniture,196.45,5,70.722
CA-2017-118864,2017-06-15,Second Class,Corporate,West,Technology,119.96,1,7.4975
CA-2017-118885,2017-12-29,Standard Class,Consumer,West,Furniture,393.568,4,-44.2764
CA-2017-118885,2017-12-29,Standard Class,Consumer,West,Technology,302.376,3,22.6782
CA-2017-118892,2017-08-17,Second Class,Consumer,East,Furniture,4416.174,9,-630.882
CA-2017-119004,2017-11-23,Standard Class,Consumer,South,Technology,74.112,8,17.6016
CA-2017-119004,2017-11-23,Standard Class,Consumer,South,Technology,27.992,1,2.0994
CA-2017-119004,2017-11-23,Standard Class,Consumer,South,Office Supplies,3.304,1,1.0738
CA-2017-119011,2017-08-20,Standard Class,Corporate,West,Office Supplies,17.22,3,5.166
CA-2017-119011,2017-08-20,Standard Class,Corporate,West,Office Supplies,226.56,6,63.4368
CA-2017-119011,2017-08-20,Standard Class,Corporate,West,Technology,107.88,3,10.788
CA-2017-119193,2017-12-22,First Class,Consumer,East,Office Supplies,1.641,1,-1.3128
CA-2017-119193,2017-12-22,First Class,Consumer,East,Technology,629.958,7,94.4937
CA-2017-119284,2017-06-15,Standard Class,Corporate,South,Technology,239.976,3,26.9973
CA-2017-119284,2017-06-15,Standard Class,Corporate,South,Furniture,31.168,4,9.3504
CA-2017-119284,2017-06-15,Standard Class,Corporate,South,Furniture,120.96,2,-28.224
CA-2017-119284,2017-06-15,Standard Class,Corporate,South,Technology,2239.936,8,223.9936
CA-2017-119284,2017-06-15,Standard Class,Corporate,South,Office Supplies,76.608,8,6.7032
CA-2017-119284,2017-06-15,Standard Class,Corporate,South,Office Supplies,142.776,1,17.847
CA-2017-119284,2017-06-15,Standard Class,Corporate,South,Office Supplies,91.36,5,29.692
CA-2017-119305,2017-11-30,Standard Class,Consumer,South,Office Supplies,173.8,5,43.45
CA-2017-119389,2017-04-17,First Class,Consumer,East,Furniture,60.312,3,5.2773
CA-2017-119424,2017-06-12,Second Class,Consumer,West,Technology,71.976,3,8.99699999999999
CA-2017-119424,2017-06-12,Second Class,Consumer,West,Office Supplies,19.44,3,9.3312
CA-2017-119452,2017-03-21,Standard Class,Consumer,Central,Furniture,1805.88,6,523.7052
CA-2017-119494,2017-11-09,Standard Class,Corporate,West,Furniture,523.392,3,52.3392
CA-2017-119564,2017-12-15,Standard Class,Home Office,West,Furniture,22.77,3,9.7911
CA-2017-119578,2017-12-22,Second Class,Corporate,East,Office Supplies,695.16,6,34.758
CA-2017-119578,2017-12-22,Second Class,Corporate,East,Furniture,220.98,1,50.8254
CA-2017-119655,2017-04-20,Standard Class,Consumer,Central,Office Supplies,146.86,7,70.4928
CA-2017-119655,2017-04-20,Standard Class,Consumer,Central,Office Supplies,36.56,4,18.28
CA-2017-119669,2017-01-24,Standard Class,Consumer,South,Office Supplies,5.67,3,0.1134
CA-2017-119746,2017-11-23,Standard Class,Consumer,Central,Furniture,6.464,1,-4.04
CA-2017-119746,2017-11-23,Standard Class,Consumer,Central,Office Supplies,11.52,5,4.176
CA-2017-119746,2017-11-23,Standard Class,Consumer,Central,Technology,222.384,2,16.6788
CA-2017-119809,2017-08-18,Standard Class,Corporate,West,Office Supplies,2793.528,9,942.8157
CA-2017-119809,2017-08-18,Standard Class,Corporate,West,Office Supplies,1000.02,7,290.0058
CA-2017-119809,2017-08-18,Standard Class,Corporate,West,Furniture,65.94,3,22.4196
CA-2017-119914,2017-05-04,Second Class,Consumer,West,Office Supplies,243.16,2,72.948
CA-2017-120019,2017-02-16,Standard Class,Corporate,East,Office Supplies,579.51,3,81.1314
CA-2017-120019,2017-02-16,Standard Class,Corporate,East,Technology,14.99,1,7.3451
CA-2017-120061,2017-11-02,Second Class,Home Office,East,Furniture,155.372,2,-35.5136
CA-2017-120168,2017-05-25,Same Day,Consumer,East,Office Supplies,663.92,5,207.475
CA-2017-120168,2017-05-25,Same Day,Consumer,East,Technology,120,8,13.2
CA-2017-120168,2017-05-25,Same Day,Consumer,East,Office Supplies,3.29,1,1.4805
CA-2017-120168,2017-05-25,Same Day,Consumer,East,Furniture,18.84,3,6.0288
CA-2017-120222,2017-04-25,Standard Class,Consumer,West,Office Supplies,19.05,3,8.763
CA-2017-120222,2017-04-25,Standard Class,Consumer,West,Office Supplies,73.344,3,27.504
CA-2017-120327,2017-11-11,Standard Class,Consumer,Central,Office Supplies,45.92,4,21.5824
CA-2017-120376,2017-12-22,First Class,Consumer,Central,Technology,199.95,5,63.984
CA-2017-120376,2017-12-22,First Class,Consumer,Central,Furniture,1586.69,7,412.5394
CA-2017-120376,2017-12-22,First Class,Consumer,Central,Technology,84.99,1,30.5964
CA-2017-120376,2017-12-22,First Class,Consumer,Central,Furniture,411.8,2,70.006
CA-2017-120404,2017-11-20,Second Class,Corporate,East,Technology,2.97,3,1.3365
CA-2017-120404,2017-11-20,Second Class,Corporate,East,Technology,569.99,1,170.997
CA-2017-120404,2017-11-20,Second Class,Corporate,East,Furniture,50.97,3,9.1746
CA-2017-120614,2017-05-30,Standard Class,Corporate,West,Office Supplies,37.52,4,18.0096
CA-2017-120705,2017-09-05,Standard Class,Home Office,South,Office Supplies,147.184,2,-29.4368
CA-2017-120719,2017-03-23,First Class,Home Office,West,Office Supplies,34.76,5,11.297
CA-2017-120761,2017-09-04,Standard Class,Consumer,East,Technology,91.96,4,39.5428
CA-2017-120894,2017-04-28,Standard Class,Consumer,South,Office Supplies,28.08,3,5.265
CA-2017-120936,2017-12-17,Standard Class,Corporate,West,Office Supplies,481.32,4,125.1432
CA-2017-120936,2017-12-17,Standard Class,Corporate,West,Office Supplies,13.98,1,3.6348
CA-2017-120999,2017-09-10,Standard Class,Corporate,Central,Technology,147.168,4,16.5564
CA-2017-121027,2017-08-18,Standard Class,Corporate,West,Technology,843.9,2,371.316
CA-2017-121027,2017-08-18,Standard Class,Corporate,West,Technology,1496.16,9,224.424
CA-2017-121048,2017-07-14,Standard Class,Consumer,West,Office Supplies,4.448,2,1.4456
CA-2017-121048,2017-07-14,Standard Class,Consumer,West,Furniture,276.69,3,49.8042
CA-2017-121048,2017-07-14,Standard Class,Consumer,West,Office Supplies,4.96,4,2.3312
CA-2017-121048,2017-07-14,Standard Class,Consumer,West,Office Supplies,71.92,4,20.8568
CA-2017-121048,2017-07-14,Standard Class,Consumer,West,Furniture,18.84,3,7.9128
CA-2017-121048,2017-07-14,Standard Class,Consumer,West,Technology,140.97,3,19.7358
CA-2017-121048,2017-07-14,Standard Class,Consumer,West,Technology,470.376,3,52.9173
CA-2017-121083,2017-07-09,Standard Class,Consumer,East,Office Supplies,274.8,5,134.652
CA-2017-121083,2017-07-09,Standard Class,Consumer,East,Office Supplies,195.64,4,3.9128
